,entry,category,confidence
7055,Oluoma's gift 3000,miscellaneous,69.88%
7056,Buy new wine glass,miscellaneous,99.99%
7057,Cat litter,miscellaneous,99.99%
7058,Mom's party wear cost,miscellaneous,99.99%
7059,RGB shower head - 6,housing,99.99%
7060,Insurance cover,saving,99.99%
7061,Other house electronics 2000,utilities,99.99%
7062,cooking stick,food,99.99%
7063,Bike fueling 5,transportation,100.00%
7064,Water,utilities,100.00%
7065,Bags,personal,64.96%
7066,Youtube premium,utilities,99.99%
7067,medicine bills,medical,100.00%
7068,Electricity bill payment 2500,utilities,99.99%
7069,Beer,food,91.40%
7070,Peanut butter,food,99.99%
7071,House shopping ksh3500,food,99.69%
7072,Pay neighbor to mow the lawn,housing,99.90%
7073,sox for a newborn girl - 1.99,miscellaneous,66.18%
7074,Fuel purchase,transportation,100.00%
7075,Buy text books,miscellaneous,84.16%
7076,books,recreation,100.00%
7077,My car polish 45,transportation,99.99%
7078,entertainment bill,recreation,99.99%
7079,Dish rack,food,99.99%
7080,Eye doctor appointment ,medical,100.00%
7081,Sausage,food,99.99%
7082,Food,food,99.99%
7083,tomatoe saus,food,99.99%
7084,Salon expense,personal,99.99%
7085,House rent expense ,housing,100.00%
7086,Pressure cooker,miscellaneous,85.24%
7087,Utilities,utilities,100.00%
7088,Bought pajamas,personal,99.99%
7089,Samsung S8 phone case,utilities,99.99%
7090,Bank charges,saving,55.71%
7091,Dress,personal,99.99%
7092,Pay for Hulu subscription,utilities,99.99%
7093,Pepsi= ₹20,food,99.99%
7094,Annual driver's license renewal fee,transportation,100.00%
7095,Books for Mavis,recreation,100.00%
7096,Ice cream movenepick 550,food,99.99%
7097,Gasoline expenses ,transportation,100.00%
7098,Travel,recreation,99.99%
7099,tube ride from stansted - 10,transportation,99.99%
7100,Charity 5,miscellaneous,99.99%
7101,Go to grocery store,food,99.99%
7102,Food and grocery,food,100.00%
7103,M3 Bluetooth speaker - Rs 1789,recreation,99.99%
7104,gloceries @ 20$,food,99.99%
7105,Car parking fee ksh2000 ,transportation,99.99%
7106,monthly house rent,housing,100.00%
7107,salt,food,100.00%
7108,spray and insecticides,miscellaneous,60.20%
7109,Gift for my son,miscellaneous,99.88%
7110,poultry,nonsense,99.99%
7111,running shoes for 30,personal,99.99%
7112,Car fuel,transportation,100.00%
7113,Laptop payment,saving,99.99%
7114,taxi,transportation,100.00%
7115,Ate out in a hotel,food,99.99%
7116,food at restaurants,food,99.99%
7117,Work luncheon ,food,100.00%
7118,Charity 5,miscellaneous,82.43%
7119,bought sunglasses,personal,99.99%
7120,Car fuel 5$,transportation,100.00%
7121,rice milling fee,food,100.00%
7122,electricity bill,utilities,99.99%
7123,Water Bill ,utilities,99.99%
7124,Khaafi suit 2800,personal,99.99%
7125,Fizzy drinks,food,99.99%
7126,Fertilizer ,miscellaneous,99.99%
7127,Groceries,food,99.99%
7128,Phone bill 25,utilities,100.00%
7129,Snacks ,food,100.00%
7130,kindle books - 15,recreation,99.99%
7131,Credit card payment ,saving,99.99%
7132,Gift for younger brother ,recreation,99.99%
7133,New beddings ,housing,99.99%
7134,Mustard,food,99.99%
7135,Monthly rent for apartment,housing,100.00%
7136,Bagels,food,99.99%
7137,Carrots ,food,99.99%
7138,Car accessories ,transportation,100.00%
7139,Wifi Recharge,utilities,99.99%
7140,Feeding 40,food,99.99%
7141,Iced coffee,food,99.99%
7142,Tea,food,99.99%
7143,Maurice's debt paid off,saving,100.00%
7144,Mothers day 200,recreation,100.00%
7145,butchers around the corner - 7/99,food,99.99%
7146,tolls,transportation,100.00%
7147,Pedicure ,personal,99.99%
7148,Paid gym subscription,personal,99.04%
7149,payment for Daughter's visit to the Doctor,medical,99.99%
7150,Food for pet dog,miscellaneous,99.99%
7151,Bread loaves,food,100.00%
7152,Cleaning,housing,99.99%
7153,Facial wash,personal,99.95%
7154,refund to sister $100,miscellaneous,99.99%
7155,chicken vitamins,medical,99.99%
7156,12th grade academic books,miscellaneous,84.01%
7157,Savings ,saving,100.00%
7158,lunch out,food,99.99%
7159,Taxes,saving,100.00%
7160,Shoes,personal,99.99%
7161,Milk 2000,food,99.99%
7162,Tuition fees 100,miscellaneous,99.94%
7163,real estate taxes,housing,99.99%
7164,Garbage ,miscellaneous,95.35%
7165,new furniture,housing,99.99%
7166,Vegetables,food,100.00%
7167,Wi-fi payment,utilities,99.99%
7168,Salami,food,100.00%
7169,phone charger,utilities,99.99%
7170,Buy new hair dryer,personal,99.99%
7171,Dog Food,food,99.99%
7172,Painkillers,medical,99.99%
7173,Gym membership ,personal,99.99%
7174,Mug,miscellaneous,81.93%
7175,Internet Bill,utilities,99.99%
7176,birthday gifts ,miscellaneous,99.99%
7177,Laundry basket,miscellaneous,99.66%
7178,Buy parker ink,nonsense,99.99%
7179,new shoes,personal,99.99%
7180,Cages,nonsense,99.99%
7181,Paid fees,miscellaneous,89.18%
7182,Transport back home $5,transportation,100.00%
7183,Personal upkeep,personal,99.98%
7184,Medicine for maintenance ,medical,100.00%
7185,Umbrella $10,personal,85.01%
7186,Pet food,food,99.99%
7187,Rent ,housing,99.99%
7188,Electric bill,utilities,99.99%
7189,household repairs,housing,99.99%
7190,new tires,transportation,100.00%
7191,Personal spending money,personal,99.99%
7192,Cloths 50$,personal,99.99%
7193,new cell phone,utilities,99.99%
7194,gas expense,transportation,99.99%
7195,Buying shirts,personal,99.99%
7196,alimony payments,saving,99.99%
7197,House mortgage 270,housing,99.99%
7198,New tv 3500,recreation,100.00%
7199,fruits,food,99.99%
7200,dinner hotel,food,100.00%
7201,Ingredients for Adobo,food,100.00%
7202,groceries,food,100.00%
7203,bakery around the corner - 5.55,food,99.97%
7204,Tumbler ,miscellaneous,97.84%
7205,razor for 7,personal,99.84%
7206,Prepare anniversary for wife,miscellaneous,97.01%
7207,dental expense,medical,99.99%
7208,Lingerie ,personal,53.38%
7209,Fish,food,99.99%
7210,bed cover,miscellaneous,64.86%
7211,School fees ,miscellaneous,60.34%
7212,Phone bills,utilities,100.00%
7213,Biscuits ,food,99.99%
7214,Dining out 150,food,99.99%
7215,Airplane ticket to London,transportation,99.99%
7216,blood chem cholesterol,medical,100.00%
7217,school lunch 2000 tl,food,99.99%
7218,amusement park expenses,recreation,100.00%
7219,Meat for the dogs 4000,food,99.99%
7220,doggo vaccination,medical,99.99%
7221,Fruits,food,99.99%
7222,tampons for 20,personal,87.08%
7223,Shoes 25,personal,99.99%
7224,Water bills,utilities,99.99%
7225,Curtains,housing,99.02%
7226,Salon costs,personal,99.99%
7227,Shoes,personal,99.99%
7228,rice,food,99.99%
7229,Perfume body mist and body spray ,personal,99.99%
7230,Groceries,food,99.99%
7231,School fees ksh12500,miscellaneous,97.96%
7232,bus ticket,transportation,100.00%
7233,Phone bill 58,utilities,99.99%
7234,Bottle water - 600,food,99.99%
7235,Get water flask,miscellaneous,99.99%
7236,Cooking gas,utilities,99.99%
7237,Monthly internet purchase,utilities,100.00%
7238,Chairs,housing,64.44%
7239,computer speakers,miscellaneous,99.99%
7240,outdoor activities,recreation,100.00%
7241,Electricity bill payment ,utilities,99.99%
7242,Uniform,miscellaneous,65.03%
7243,Rugs 100,nonsense,55.89%
7244,Bought mascara,personal,99.99%
7245,Bike Insurance renewed,transportation,99.99%
7246,internet fee,utilities,99.99%
7247,New iPhone 1000,utilities,99.99%
7248,fuel,transportation,100.00%
7249,Skincare,personal,100.00%
7250,Buying tea,food,100.00%
7251,Gas for the stove,utilities,100.00%
7252,Rice,food,99.97%
7253,Paid for the dog kennel ,miscellaneous,98.00%
7254,Gas,transportation,100.00%
7255,Vetinary services 3000,medical,98.51%
7256,wedding gift for cousin,miscellaneous,100.00%
7257,New brake pads,transportation,100.00%
7258,barbie baby toy for daughter,recreation,100.00%
7259,Chocolate $5,food,99.99%
7260,comb for 5,personal,99.99%
7261,Bought Candles,miscellaneous,99.99%
7262,mascara,personal,72.85%
7263,Flowers for girlfriend 15€,recreation,99.74%
7264,Uniform ,personal,99.99%
7265,Frozen shrimp,food,100.00%
7266,Charity donation ,miscellaneous,99.99%
7267,Rented a parking lot,transportation,100.00%
7268,Flowers for Elise,recreation,95.12%
7269,Movies,recreation,99.99%
7270,Internet Bill 10$,utilities,99.99%
7271,House Maintenance,housing,100.00%
7272,parking fee,transportation,99.99%
7273,Vacation ,recreation,99.99%
7274,Personal ,nonsense,100.00%
7275,Night out with friends 2400,recreation,99.99%
7276,personal bank loan,saving,100.00%
7277,nodules,nonsense,100.00%
7278,Novels,recreation,100.00%
7279,Church tithe payment,miscellaneous,95.92%
7280,gas payment,utilities,100.00%
7281,Flower,miscellaneous,99.99%
7282,New glasses ,medical,100.00%
7283,BEER 2.5€,food,100.00%
7284,Children school fees #200000,utilities,92.81%
7285,Internet bill ksh 2000,utilities,100.00%
7286,Birthday party expenses,miscellaneous,99.99%
7287,Retirement gift for coworker,miscellaneous,88.33%
7288,Sanitary,personal,99.99%
7289,safe the planet charity contribution - 5,miscellaneous,98.00%
7290,clothes,personal,99.88%
7291,Food platter,food,99.99%
7292,Hanan tissue rolls40,personal,46.41%
7293,Buy a new watch,personal,99.99%
7294,Bought flowers for my fiance ,miscellaneous,99.99%
7295,Movie Tickets,recreation,99.99%
7296,new mouse for pc,miscellaneous,99.99%
7297,Mother’s Day brunch,recreation,99.99%
7298,Internet subscription ,utilities,99.99%
7299,vitamins and supplements,medical,99.99%
7300,Child Care ,medical,100.00%
7301,surge protector,housing,99.99%
7302,Laundry services,personal,91.46%
7303,Gym membership 1500,medical,52.92%
7304,silver ring,personal,98.64%
7305,earrings for mother,miscellaneous,87.71%
7306,Resistance bands,personal,99.99%
7307,Car fuel payment,transportation,99.99%
7308,Smart money woman novel,miscellaneous,99.99%
7309,Hotel reservation,recreation,99.99%
7310,Savings ,saving,99.99%
7311,Utilities,utilities,99.99%
7312,Water bill ,utilities,100.00%
7313,Broadband bill,recreation,83.09%
7314,Pay hostel fees of a month,housing,100.00%
7315,Plumbing work ,housing,99.99%
7316,pet house sitter,miscellaneous,83.34%
7317,Rent,personal,57.38%
7318,Beans ,food,100.00%
7319,Internet monthly bill,utilities,99.99%
7320,Baught sofa set,housing,99.88%
7321,Stall Food,food,99.98%
7322,Skincare,personal,99.99%
7323,packet of pepper for 3,food,99.99%
7324,green grams,food,100.00%
7325,Life Insurance,saving,100.00%
7326,Movie theater ticket 100,recreation,99.99%
7327,TV cabinet 150,housing,99.99%
7328,fertilizer fee,housing,64.88%
7329,Electricity bill ksh1500 ,utilities,100.00%
7330,Car rent 300,transportation,100.00%
7331,fertilizers for plants,housing,72.96%
7332,Hair salon ksh2500,personal,92.73%
7333,Snacks,food,99.99%
7334,Hand sanitizer ,medical,99.00%
7335,Internet subscription ,utilities,100.00%
7336,House Rent 100$,housing,100.00%
7337,Water expenses,utilities,99.99%
7338,Spotify payment,utilities,99.99%
7339,Utilities expenses ,utilities,99.99%
7340,Elegant dress,personal,82.77%
7341,Internet Bill,utilities,100.00%
7342,Rent,housing,99.99%
7343,house rent,housing,100.00%
7344,New dress from h&m,personal,99.99%
7345,Phone bills,utilities,100.00%
7346,Pay loan repayment,saving,100.00%
7347,kids school fee,miscellaneous,98.00%
7348,Glasses,medical,99.99%
7349,Gym fee,recreation,99.99%
7350,Door mat,housing,99.99%
7351,Dumbells 50,personal,70.66%
7352,Personal savings ,saving,99.99%
7353,paid babysitter,miscellaneous,99.99%
7354,Coolant for car,transportation,100.00%
7355,Swimming,recreation,99.99%
7356,Allowances ,nonsense,99.78%
7357,student loan repayment,saving,100.00%
7358,Frozen shrimp,food,99.99%
7359,school supplies,personal,99.99%
7360,Buy monthly toiletries,food,98.22%
7361,Two t-shirts at Boutique,personal,99.99%
7362,groceries from the store,food,100.00%
7363,Paying water & electricity bills,utilities,99.99%
7364,sweet potatoes,food,100.00%
7365,Spotify subscription,recreation,100.00%
7366,plane ticket,transportation,99.59%
7367,Male shoes,personal,99.77%
7368,Loan payment,saving,100.00%
7369,Internet subscription ,utilities,100.00%
7370,Grocery 100$,food,99.99%
7371,Taxi transport fare,transportation,99.99%
7372,Water bill,utilities,100.00%
7373,Barber for my son,miscellaneous,99.99%
7374,barry m nail polish 2.99,personal,99.49%
7375,Loan repayment,saving,100.00%
7376,Gym subscription ,personal,99.99%
7377,purchase of liquor,food,99.99%
7378,Buy packed snacks for a week,food,99.99%
7379,My wife's car polish 56,transportation,99.86%
7380,new carpet,miscellaneous,97.03%
7381,Cabbages,food,99.99%
7382,Canned goods,food,99.85%
7383,Shopping ,personal,90.28%
7384,Car wash payment ,transportation,100.00%
7385,puppuccino for a puppy - 5,food,99.99%
7386,Baby mama's upkeep 7100,miscellaneous,80.75%
7387,Shoes - 3200,personal,99.23%
7388,shower gel,personal,100.00%
7389,White wine,food,99.99%
7390,Paid Common meter bill,utilities,99.99%
7391,Supplies and projects,miscellaneous,99.99%
7392,Credit card payment,saving,100.00%
7393,Loan payment,saving,100.00%
7394,vegetable shopping,food,99.99%
7395,water bill,utilities,100.00%
7396,Dog food,food,99.99%
7397,Asthma drugs 40,medical,99.99%
7398,Marker,nonsense,100.00%
7399,Buy eyeliner,personal,99.80%
7400,Nori wrapper,nonsense,99.99%
7401,Medicine,medical,99.99%
7402,House cleaning,housing,100.00%
7403,veterinarian and pet medicines,miscellaneous,91.53%
7404,Dishwashing soap,food,99.99%
7405,Home furniture,housing,99.99%
7406,Mug,miscellaneous,99.99%
7407,Fruit Juice,food,99.99%
7408,Ola cab = ₹150,transportation,100.00%
7409,Air freshner,food,99.99%
7410,mentho plus,medical,99.99%
7411,shoe repair,personal,89.80%
7412,Ethiopian food takeout 20,food,100.00%
7413,Life Insurance ,medical,100.00%
7414,Toothpaste,food,99.99%
7415,250g Frozen hot dogs,food,99.99%
7416,dstv subscription $10,utilities,99.99%
7417,dinner date ,food,99.99%
7418,Plumbing services,housing,99.99%
7419,Tv repair,utilities,100.00%
7420,hair conditioner,personal,99.99%
7421,Fruit juices,food,100.00%
7422,books for my nephew,recreation,72.92%
7423,Phone case - Rs 1700,utilities,99.99%
7424,Soap creams and oil,personal,81.14%
7425,Electricity bill ,utilities,100.00%
7426,Gift for girlfriend,recreation,90.88%
7427,Wifi Recharge,utilities,99.99%
7428,Hair clip,personal,100.00%
7429,razor blades,personal,99.99%
7430,Car insurance ,transportation,100.00%
7431,Pasta,food,100.00%
7432,Phone payment,utilities,100.00%
7433,Pay third sem tuition fees,miscellaneous,98.92%
7434,New nails #2500,personal,98.73%
7435,Maize plantation ,miscellaneous,86.41%
7436,Whole-grain waffles,food,100.00%
7437,Jackets,personal,63.29%
7438,Chocolates,food,99.99%
7439,Water bill payment 600,utilities,99.99%
7440,tithing,miscellaneous,92.11%
7441,tv mi box installment 220 tl,utilities,99.99%
7442,bottle of cashews for 60,food,100.00%
7443,laundry,personal,97.48%
7444,Chicken Meat,food,100.00%
7445,Garlic,food,99.26%
7446,Insurance cover ,personal,86.42%
7447,Cable subscription,utilities,100.00%
7448,Cosmetics ,personal,99.67%
7449,Car Petrol ,transportation,99.99%
7450,Snacks at the canteen ,food,99.99%
7451,Electric Fan,miscellaneous,99.99%
7452,festival goods cost,personal,99.99%
7453,House rent,housing,100.00%
7454,Restaurant - 1500,food,99.99%
7455,Netflix subscription,utilities,99.07%
7456,water bill,utilities,99.99%
7457,Laptop ,miscellaneous,99.99%
7458,Papaya,food,99.99%
7459,Food 5$,food,99.99%
7460,Tailoring money #5000,miscellaneous,99.99%
7461,Water bill,utilities,99.99%
7462,Charcoal 5000,nonsense,99.99%
7463,House Paintings,housing,100.00%
7464,Grocery shopping ksh2500,food,99.99%
7465,Pay vehicle insurance of a year,transportation,100.00%
7466,Water Bill,utilities,99.99%
7467,My wife's car polish 10,transportation,100.00%
7468,Date night ,food,99.99%
7469,face cream for 20,personal,99.99%
7470,Shaving brush,personal,99.82%
7471,Gifts for birthday boy,miscellaneous,96.89%
7472,Brunch date,food,99.99%
7473,Clothing for the family,personal,90.28%
7474,dinner with family,food,100.00%
7475,printer ink,miscellaneous,99.99%
7476,House rental payment ,housing,100.00%
7477,Burger =₹50,food,99.91%
7478,Chicken meat 10€,food,99.99%
7479,gas $30,transportation,99.99%
7480,Birthday expenses 200,recreation,97.95%
7481,Mobile airtime,utilities,99.99%
7482,Paid Electricity Bill,utilities,99.99%
7483,maintainance contracts,housing,100.00%
7484,House repair,housing,100.00%
7485,Electrical expenses ,utilities,99.99%
7486,Cat food,food,100.00%
7487,Phone case,utilities,100.00%
7488,Pen,miscellaneous,80.75%
7489,Shoes 200,personal,99.91%
7490,2 bucket of manure @ 1$,miscellaneous,92.74%
7491,Buy new Blanca music album,recreation,100.00%
7492,Black shirt,personal,99.50%
7493,Sun screen,personal,99.99%
7494,Buy new math textbook for son,miscellaneous,99.99%
7495,house maintenance,housing,100.00%
7496,fare to the market,transportation,100.00%
7497,Kids fun 50,personal,99.99%
7498,dog food,food,99.99%
7499,Fruits,food,100.00%
7500,Some A4 papers,miscellaneous,92.37%
7501,Replace two wheeler tyre,transportation,100.00%
7502,sun drying fee,miscellaneous,80.34%
7503,Internet subscription,utilities,99.97%
7504,Fuel ,transportation,100.00%
7505,clothes,personal,94.78%
7506,alcohol and tobacco,food,99.99%
7507,September house rent #200000,housing,99.99%
7508,cloths ,personal,99.99%
7509,TOBACCO 5€,recreation,100.00%
7510,Share in the office party,recreation,99.99%
7511,Hospital bills,medical,99.99%
7512,Twitch subscription for Kyedae,utilities,100.00%
7513,Get girlfriend some chocolates,food,98.19%
7514,2 liter Coca-Cola pet bottle of soda 190,food,99.99%
7515,gym memebership,personal,99.99%
7516,Dog sitting,miscellaneous,66.11%
